source,target,Weight,piece_count
"C:maj6","D:7",3,1
"C:maj6(9)","G:maj(9)/3",3,1
"C:maj7","B:7",3,1
"C:maj7","C:7",3,2
"C:maj7","D:maj",3,1
"C:maj7","D:maj/6",3,1
"C:maj7","D:min",3,1
"C:maj7","G:maj",3,2
"C:maj9","F:min6/5",3,1
"C:min","C:7",3,1
"C:min","C:min7",3,1
"C:min","Eb:maj/5",3,2
"C:min","G:7",3,1
"C:min/b3","C:min7/b3",3,1
"C:min/b3","G:maj/5",3,1
"C:min6/b3","G:maj/5",3,1
"C:min7","Bb:sus4(9)",3,1
"C:min7","C:5",3,1
"C:min7","Eb:min7",3,1
"C:min7","F:min7/5",3,1
"C:min7","G:min",3,1
"C:min7/b3","C:min6/b3",3,1
"C:min9","C:min7",3,1
"C:minmaj7","C:min7",3,2
"C:sus2","C:(11)",3,1
"C:sus2","C:maj",3,1
"C:sus4","A:7",3,1
"C:sus4","D:min",3,1
"C:sus4(9)","C:maj",3,2
"C:sus4(b7)","C:maj",3,1
"C:sus4(b7)","D:sus4(b7)",3,1
"C:sus4(b7)","F:maj7",3,1
"C:sus4(b7)","F:maj9",3,1
"C:sus4(b7,9)","F:maj",3,2
"Cb:1/1","Db:1/1",3,1
"Cb:7(#11)","F:hdim7",3,1
"Cb:7(#11)","Gb:maj9",3,1
"Cb:maj","Db:7/b7",3,1
"Cb:maj","Db:min7",3,1
"Cb:maj7","F:7",3,1
"D#:7","B:min",3,1
"D#:dim","E:min",3,2
"D#:min","C:dim",3,1
"D#:min","G#:min",3,1
"D:1/1","D:min7",3,3
"D:1/1","G:5",3,1
"D:11","B:min7",3,1
"D:11","E:min",3,1
"D:5","F:5/6",3,1
"D:7","B:7",3,1
"D:7/3","C:maj",3,1
"D:7/3","G:min",3,1
"D:dim","Ab:maj/5",3,1
"D:dim","F#:7/5",3,1
"D:hdim7","Ab:maj(9)",3,1
"D:hdim7","G:7(b9)",3,1
"D:maj","A:sus4(9)",3,1
"D:maj","C:maj7",3,1
"D:maj","C:min",3,1
"D:maj","D:7/b7",3,2
"D:maj","D:min9",3,1
"D:maj","G:maj/2",3,1
"D:maj/2","A:maj/5",3,1
"D:maj/2","G:maj7/5",3,1
"D:maj/4","E:min/b3",3,1
"D:maj/6","A:min7",3,1
"D:maj/b7","D:7",3,1
"D:maj6","D:7",3,1
"D:maj6(9)","E:maj",3,1
"D:maj7","C:maj7",3,1
"D:maj7(#11)","A:maj/2",3,1
"D:maj7/2","C#:min7/b3",3,1
"D:min","Bb:maj/3",3,1
"D:min(9)","D:min",3,1
"D:min/5","B:min7",3,1
"D:min/b7","Bb:maj/2",3,1
"D:min11","D:min7",3,1
"D:min11","F:sus2",3,1
"D:min7","D:maj",3,1
"D:min7","G:maj6",3,1
"D:min7","G:sus4(b7,9)",3,1
"D:min7/4","Bb:maj",3,1
"D:min7/4","C:maj",3,1
"D:min7/5","D:min7",3,1
"D:min9","Bb:maj",3,1
"D:sus2(b7)","C:maj",3,1
"D:sus4(b7)","D:min7",3,2
"D:sus4(b7)","G:sus4(9)",3,1
"D:sus4(b7,9)","C:maj7",3,2
"D:sus4(b7,9)","G:maj7",3,1
"Db:1/1","Ab:min11",3,1
"Db:1/1","Eb:1/1",3,2
"Db:11","Ab:min",3,1
"Db:7","F:7",3,2
"Db:7","Gb:maj7",3,1
"Db:7/b7","Gb:maj",3,1
"Db:dim","Ab:7/4",3,1
"Db:dim","Eb:min7",3,1
"Db:maj","C:7",3,2
"Db:maj","Db:dim",3,1
"Db:maj","F:maj",3,2
"Db:maj","Gb:maj7",3,1
"Db:maj(9)","Ab:7/4",3,1
"Db:maj(9)","Eb:maj",3,1
"Db:maj/3","Bb:min7",3,1
"Db:maj/7","Eb:min/5",3,1
"Db:maj6","Ab:7",3,1
"Db:maj6","Gb:maj",3,2
"Db:maj6(9)/5","Ab:7",3,1
"Db:maj7","Bb:dim",3,1
"Db:maj7","Bb:min",3,1
"Db:maj7","F:min",3,2
"Db:maj7","F:sus4(b7,9)",3,1
"Db:maj9","C:7(#9)",3,1
"Db:min","Ab:maj",3,1
"Db:min","Ab:min(11)",3,1
"Db:min7","Cb:maj",3,1
"E:1/1","C:1/1",3,1
"E:1/1","C:maj",3,2
"E:5","E:5(b7)",3,1
"E:5","F#:sus4",3,1
"E:5(b7)","D:maj7/2",3,1
"E:5(b7)","G:5",3,1
"E:7","A:5",3,1
"E:7","A:min7",3,2
"E:7","E:5(b7)",3,1
"E:7","F#:min7",3,1
"E:7(#11)","A:min7",3,1
"E:7(#9)","G:1/1",3,1
"E:7(#9)","G:maj",3,1
"E:7/b3","C:7",3,1
"E:9","A:maj9/3",3,1
"E:9","D:maj",3,1
"E:aug","A:maj7",3,1
"E:dim/b5","A:7",3,1
"E:maj","A:maj/2",3,1
"E:maj","B:sus4(b7,9)",3,2
"E:maj","Bb:maj",3,1
"E:maj","C:maj7",3,1
"E:maj","D#:maj",3,1
"E:maj","E:aug",3,1
"E:maj","E:sus2",3,1
"E:maj","F#:min6",3,1
"E:maj","F#:sus4",3,2
"E:maj","Gb:maj",3,1
"E:maj/3","A:9",3,1
"E:maj/3","F#:maj/3",3,1
"E:maj/5","A:min",3,1
"E:maj/5","B:7",3,1
"E:maj/b7","A:maj/3",3,2
"E:maj6","B:maj",3,2
"E:maj7","Eb:maj7",3,1
"E:maj7","G#:7(#9)",3,1
"E:min","A:9",3,1
"E:min","C:maj7",3,1
"E:min","C:min/b3",3,1
"E:min","F#:min7",3,1
"E:min","G:7/5",3,1
"E:min","G:min6",3,1
"E:min(9)","A:min7",3,1
"E:min/5","F:maj/3",3,1
"E:min/b3","D:maj/5",3,1
"E:min/b3","D:maj/b7",3,1
"E:min11","D:11",3,1
"E:min11","G:maj/5",3,1
"E:min7","C:sus4(b7)",3,1
"E:min7","D:11",3,1
"E:min7","D:7",3,1
"E:min7","D:maj/3",3,2
"E:min7","D:min9",3,1
"E:min9","A:(11,9)",3,1
"E:sus2","E:maj",3,1
"E:sus4(9)","E:min(9)",3,1
"E:sus4(b7)","F#:min",3,1
"Eb:1/1","Bb:1/1",3,2
"Eb:1/1","Db:maj",3,1
"Eb:7","Eb:maj",3,3
"Eb:7(b13)","Ab:maj",3,1
"Eb:7/3","Ab:maj",3,2
"Eb:maj","A:maj",3,1
"Eb:maj","C:maj/3",3,1
"Eb:maj","Eb:maj6",3,2
"Eb:maj","F:min/b7",3,1
"Eb:maj","Gb:maj6",3,1
"Eb:maj(9)","Eb:maj",3,1
"Eb:maj/3","Gb:maj",3,1
"Eb:maj/4","Ab:maj",3,2
"Eb:maj/5","F:min7",3,1
"Eb:maj13","D:maj",3,1
"Eb:maj7","Bb:maj",3,2
"Eb:maj7","Bb:maj7",3,1
"Eb:maj7","Bb:min7",3,2
"Eb:maj7","C:sus4(b7,9)",3,1
"Eb:maj7","D:7",3,2
"Eb:maj7","Eb:maj",3,2
"Eb:maj7","F:maj",3,2
"Eb:maj7(#11)/3","Ab:maj6",3,1
"Eb:maj9","G:11",3,1
"Eb:min","Eb:min/b7",3,1
"Eb:min","F:min",3,1
"Eb:min/5","Ab:maj",3,1
"Eb:min/b7","Cb:maj",3,1
"Eb:min7","B:maj7",3,1
"Eb:min7","Bb:sus4(b7)",3,1
"Eb:min7","Db:maj7",3,1
"Eb:min7","Eb:min7(b13)",3,1
"Eb:min7","Eb:min7/b7",3,1
"Eb:min7","Gb:maj(11)",3,1
"Eb:min7","Gb:maj/2",3,1
"Eb:min7/b7","C:9(#11)",3,1
"Eb:sus4(b7)","Eb:min",3,1
"Eb:sus4(b7,9)","Ab:maj(9)",3,1
"Eb:sus4(b7,9)","Bb:min9",3,1
"F#:1/1","B:maj7",3,1
"F#:1/1","B:min",3,1
"F#:1/1","F#:maj",3,1
"F#:1/1","F:1/1",3,1
"F#:5","G:maj",3,1
"F#:7","B:sus4(b7)",3,1
"F#:7/5","B:maj",3,1
"F#:dim","B:7",3,1
"F#:dim","C:maj/5",3,1
"F#:dim","G:min7",3,2
"F#:dim7","C:maj/5",3,1
"F#:hdim7","A:7/b7",3,1
"F#:hdim7/b5","B:7",3,1
"F#:maj","E:7",3,1
"F#:maj","F:maj/5",3,1
"F#:maj","G#:min",3,2
"F#:maj/2","B:maj/5",3,1
"F#:maj/3","B:maj",3,1
"F#:min","A:maj/4",3,1
"F#:min","B:1/1",3,1
"F#:min","B:7(b9)/b2",3,1
"F#:min","C#:min/3",3,1
"F#:min","D:maj/5",3,1
"F#:min","F#:min/7",3,2
"F#:min","F#:min/b7",3,1
"F#:min","G:maj6",3,1
"F#:min/5","C#:7",3,1
"F#:min/7","F#:min/b7",3,2
"F#:min/b7","A:min",3,1
"F#:min11","C:maj",3,1
"F#:min6","G#:maj",3,1
"F#:min7","D:maj(9)",3,1
"F#:min7","G:min7",3,1
"F#:sus4","B:min",3,2
"F#:sus4","G:5",3,1
"F#:sus4(b7)","B:maj",3,3
"F#:sus4(b7)","B:maj6/5",3,1
"F#:sus4(b7,9)","D#:min7",3,1
"F#:sus4(b7,9)","Db:maj6(9)/5",3,1
"F#:sus4(b7,9)","F#:7",3,2
"F:1/1","C:1/1",3,3
"F:11","F:maj",3,1
"F:5","A:5",3,1
"F:5","D:min",3,1
"F:5","E:5",3,1
"F:5/6","D:5",3,1
"F:7","F:min7",3,2
"F:7","F:min9",3,1
"F:7","Gb:maj9",3,1
"F:7(#9)","Bb:min7",3,1
"F:7/3","Bb:min7",3,1
"F:9","C:min9",3,1
"F:9/5","C:min9",3,1
"F:hdim7","Bb:7(#9)",3,1
"F:hdim7","Bb:7(b9)",3,1
"F:hdim7/b7","Eb:maj",3,1
"F:maj","A:min/5",3,1
"F:maj","B:hdim7",3,1
"F:maj","D:7/3",3,1
"F:maj","D:min9",3,1
"F:maj","D:sus4(b7)",3,1
"F:maj","Eb:maj7(#11)/3",3,1
"F:maj","F#:dim7",3,1
"F:maj","G:11",3,1
"F:maj(9)","B:7(#11)",3,1
"F:maj(9)","G:min7",3,1
"F:maj(9)/5","F:maj",3,1
"F:maj/4","F:sus4(b7,9)",3,1
"F:maj/5","C:min",3,1
"F:maj/5","D:min/b7",3,1
"F:maj/5","F:maj/2",3,1
"F:maj/5","G:maj/4",3,2
"F:maj7","Bb:sus4(b7)",3,1
"F:maj7","F#:sus4(b7)",3,1
"F:maj9","F:min",3,1
"F:maj9","G:maj",3,1
"F:min","A:dim",3,1
"F:min","A:min",3,1
"F:min","C:7/5",3,1
"F:min","F:7(#9)",3,1
"F:min","F:min/4",3,1
"F:min","F:min7",3,2
"F:min/b7","Db:maj7",3,1
"F:min/b7","F:hdim7/b7",3,1
"F:min6","F:min(b13)",3,2
"F:min6/5","B:min7",3,1
"F:min6/5","C:maj9",3,1
"F:min6/5","F:min/5",3,1
"F:min7","Ab:11",3,1
"F:min7","E:maj7",3,1
"F:min7","Eb:maj7",3,2
"F:min7(11)","Eb:maj(9)",3,1
"F:min7/5","Ab:maj/3",3,1
"F:min7/5","C:min7",3,1
"F:sus4(b7,9)","C:maj",3,1
"F:sus4(b7,9)","Eb:maj",3,1
"G#:7","A:maj",3,2
"G#:7","C#:7(b9)",3,1
"G#:7","F#:min7",3,1
"G#:7(b9)","G#:7",3,1
"G#:min","B:maj",3,1
"G#:min7","F#:sus4(b7)",3,1
"G:1/1","B:5",3,1
"G:1/1","E:1/1",3,2
"G:11","B:min",3,1
"G:11","D:min7/5",3,1
"G:5","G:min7",3,1
"G:7","Ab:7",3,3
"G:7","C:sus4",3,1
"G:7","E:min",3,2
"G:7","F:maj/5",3,1
"G:7","G:aug(b7)",3,2
"G:7","G:maj/5",3,1
"G:7/5","G:7",3,1
"G:9(b13)","C:min9",3,1
"G:hdim7","C:7",3,2
"G:maj","A:11",3,1
"G:maj","A:sus4(b7)",3,2
"G:maj","C:maj6",3,2
"G:maj","D:min/5",3,1
"G:maj","F#:dim",3,1
"G:maj","F#:sus4",3,1
"G:maj","G:aug",3,2
"G:maj(9)","A:min7",3,1
"G:maj(9)","C:maj/5",3,1
"G:maj(9)","E:sus4(9)",3,1
"G:maj(9)/3","Bb:maj6",3,1
"G:maj(9)/3","C:maj7",3,1
"G:maj/2","D:maj",3,2
"G:maj/3","B:maj",3,1
"G:maj/3","F:maj9",3,1
"G:maj/5","A:maj",3,1
"G:maj/5","C#:hdim7",3,1
"G:maj/5","F:maj",3,1
"G:maj/5","G:7",3,1
"G:maj/6","G:maj/5",3,2
"G:maj/b7","G:maj",3,2
"G:maj/b7","G:maj/6",3,2
"G:maj6","C:maj9",3,1
"G:maj7","A:min",3,1
"G:maj7","C:13",3,1
"G:maj7","C:sus4(b7)",3,1
"G:maj7","D:maj",3,1
"G:maj7","E:5",3,1
"G:maj7","F#:7",3,1
"G:maj7","F#:sus4(b7)",3,1
"G:maj7","G:maj6",3,1
"G:maj7","G:maj9",3,1
"G:maj9","B:min7",3,1
"G:maj9","D:min7",3,1
"G:min","A:7",3,1
"G:min","A:min",3,2
"G:min","A:min7",3,1
"G:min","Bb:maj/2",3,1
"G:min","Bb:min",3,1
"G:min","E:dim/b5",3,1
"G:min","F:maj7",3,1
"G:min/b3","F:maj7/3",3,1
"G:min6","A:maj",3,1
"G:min7","A:7",3,2
"G:min7","Ab:maj6(9)",3,1
"G:min7","Ab:min",3,1
"G:min7","Bb:7",3,2
"G:min7","C:7/3",3,1
"G:min7","C:maj(9)",3,1
"G:min7","D:min7",3,2
"G:min7","F:min7(11)",3,1
"G:min7","G#:min7",3,1
"G:min7","G:7",3,2
"G:min7(11)","C:sus4(b7)",3,1
"G:min9","A:sus4(b7,9)",3,1
"G:min9","D:hdim7",3,1
"G:sus4(b7)","C:sus4",3,1
"G:sus4(b7)","F:maj",3,1
"G:sus4(b7)","G:maj6",3,2
"G:sus4(b7,9)","A:min7",3,1
"G:sus4(b7,9)","C:maj7",3,1
"Gb:7","Eb:min7",3,1
"Gb:7/5","Db:7",3,1
"Gb:maj","Bb:min",3,2
"Gb:maj","Db:maj/4",3,1
"Gb:maj","Db:maj6",3,1
"Gb:maj/2","A:7",3,1
"Gb:maj6","Ab:maj",3,2
"Gb:maj6","Ab:sus4",3,1
"Gb:maj7","Ab:7",3,1
"A#:dim","E:maj",2,1
"A#:dim7","E:maj",2,1
"A#:maj","B:maj",2,1
"A:(13)/6","F:(3)",2,1
"A:(b7)/b7","A:(13)/6",2,1
"A:1/1","A:5",2,1
"A:1/1","C:1/1",2,2
"A:1/1","G:maj",2,1
"A:11","D:maj",2,2
"A:11","D:maj9",2,1
"A:13","D:maj7",2,2
"A:5","D:min",2,1
"A:5(b7)","B:min",2,1
"A:5(b7)/3","D:maj",2,1
"A:7","B:min7",2,1
"A:7","B:sus4(b7)",2,1
"A:7","D:min(b13)",2,1
"A:7(b9)","D:min",2,1
"A:7(b9)/3","D:min7",2,1
"A:7(b9,b13)","D:maj7",2,1
"A:7(b9,b13)","D:min",2,1
"A:7/4","E:min/b7",2,1
"A:7/b7","D:maj/3",2,1
"A:9","A:7(b9)",2,1
"A:9","D:maj7",2,1
"A:aug","D:maj",2,1
"A:maj","A#:dim",2,1
"A:maj","A#:dim7",2,1
"A:maj","A#:maj",2,1
"A:maj","A:9",2,1
"A:maj","A:aug",2,1
"A:maj","A:maj9",2,1
"A:maj","B:1/1",2,1
"A:maj","B:maj7",2,2
"A:maj","B:min(11)/4",2,1
"A:maj","B:min(11)/b7",2,1
"A:maj","Bb:maj/7",2,1
"A:maj","C#:dim",2,1
"A:maj","C#:maj",2,1
"A:maj","C:1/1",2,1
"A:maj","D:min7",2,1
"A:maj","F#:min7",2,1
"A:maj","F:maj7",2,1
"A:maj","G:maj9",2,1
"A:maj(9)","C#:min",2,1
"A:maj(9)","E:maj/3",2,1
"A:maj/3","B:min11",2,1
"A:maj/3","E:min",2,1
"A:maj/3","G:maj6/3",2,1
"A:maj/3","G:maj7",2,1
"A:maj/4","B:min/b3",2,1
"A:maj/4","G:maj/5",2,1
"A:maj/5","A:min/4",2,1
"A:maj/5","C#:min7/b3",2,1
"A:maj/5","E:5",2,1
"A:maj/5","E:sus4",2,1
"A:maj/b7","A:min",2,1
"A:maj6","C#:min7",2,1
"A:maj6","D:sus4(b7,9)",2,1
"A:maj6(9)","B:min7/4",2,1
"A:maj6(9)","E:maj",2,1
"A:maj6/3","B:9",2,1
"A:maj7","B:maj6",2,1
"A:maj7","C#:min/b7",2,1
"A:maj7","Db:min",2,1
"A:maj7","E:maj/3",2,1
"A:maj7","G#:maj",2,1
"A:maj7","G#:min(11)",2,1
"A:maj7/5","F#:min7",2,1
"A:maj9","A:9",2,1
"A:maj9(#11)","B:min7",2,1
"A:min","A:min/b6",2,1
"A:min","B:maj",2,1
"A:min","C:maj/2",2,2
"A:min","C:maj/5",2,1
"A:min","C:maj7",2,1
"A:min","E:aug",2,1
"A:min","F#:min7",2,1
"A:min","G:sus2",2,1
"A:min(11)","G:maj",2,1
"A:min(9)","A:min(9)/b7",2,1
"A:min(9)/6","A:min/b6",2,1
"A:min(9)/b7","A:min(9)/6",2,1
"A:min/4","D:maj6",2,1
"A:min/5","D:min7",2,1
"A:min/b6","A:maj/5",2,1
"A:min7","A:5(b7)/2",2,1
"A:min7","A:7",2,2
"A:min7","D:7(b9,#11)",2,1
"A:min7","E:min9",2,1
"A:min7","F:maj/5",2,1
"A:min7(11)","G:maj",2,1
"A:min9","A:min9(b13)",2,1
"A:min9","D:min/5",2,1
"A:min9","D:min7",2,1
"A:min9","D:sus4(b7,9)",2,1
"A:min9(b13)","A:min9",2,1
"A:sus4","G:maj7",2,1
"A:sus4","G:min7",2,1
"A:sus4(b7,9)","D:maj(9)",2,2
"A:sus4(b7,9,13)","G:maj(9)",2,1
"Ab:1/1","Bb:min",2,1
"Ab:11","Ab:min7",2,1
"Ab:13","Eb:13",2,1
"Ab:5","Ab:min/b3",2,1
"Ab:5","F:5",2,1
"Ab:5","G:5",2,1
"Ab:5/5","Ab:5",2,2
"Ab:7","F:min7",2,1
"Ab:9","Db:maj(9)",2,1
"Ab:maj","Ab:9",2,2
"Ab:maj","Ab:maj/b7",2,1
"Ab:maj","Ab:sus4(b7)",2,1
"Ab:maj","C:7/b7",2,1
"Ab:maj","Cb:7",2,1
"Ab:maj","Db:maj6(9)",2,1
"Ab:maj","Eb:7/3",2,1
"Ab:maj","Eb:aug",2,1
"Ab:maj","G:7(#9)",2,1
"Ab:maj","G:hdim7",2,1
"Ab:maj","Gb:maj6",2,1
"Ab:maj(9)","Ab:maj7",2,1
"Ab:maj(9)","C:sus4(b7)",2,1
"Ab:maj/2","C:sus4(b7)",2,1
"Ab:maj/3","Bb:min",2,1
"Ab:maj/4","Ab:maj6/4",2,1
"Ab:maj/4","Db:maj(9)",2,1
"Ab:maj/4","Gb:maj(9)",2,1
"Ab:maj/6","Ab:maj/5",2,1
"Ab:maj/b7","Ab:maj/6",2,1
"Ab:maj6","Ab:9",2,1
"Ab:maj6","Ab:min(9)",2,1
"Ab:maj6","Db:maj(9)",2,1
"Ab:maj6","Gb:maj/2",2,1
"Ab:maj6/4","Gb:maj6(9)",2,1
"Ab:maj6/5","Ab:min9",2,1
"Ab:maj7","Ab:7",2,1
"Ab:maj7","Cb:maj/5",2,1
"Ab:maj7","F:min",2,1
"Ab:maj7","G:sus4(b7)",2,1
"Ab:maj9","Ab:maj6",2,1
"Ab:min","Bb:7",2,1
"Ab:min","Eb:7",2,1
"Ab:min","Gb:maj7",2,1
"Ab:min(11)","B:maj(9)",2,1
"Ab:min(9)","Ab:min",2,1
"Ab:min/b3","Db:sus2",2,1
"Ab:min11","Ab:min7",2,1
"Ab:min7","Bb:11",2,1
"Ab:min7","Gb:maj7",2,1
"Ab:min7","Gb:min7",2,1
"Ab:min9","Gb:maj/5",2,1
"Ab:sus2","Ab:maj",2,2
"Ab:sus4","Db:maj",2,1
"Ab:sus4(b7)","Ab:maj6",2,1
"Ab:sus4(b7)","Ab:sus4(b7,9)",2,1
"Ab:sus4(b7)","Db:maj",2,2
"Ab:sus4(b7,9)","Bb:min",2,1
"Ab:sus4(b7,9)","Bb:min9",2,1
"Ab:sus4(b7,9)","Db:7",2,1
"B:1/1","B:maj",2,1
"B:13","E:maj7",2,1
"B:5","B:min",2,1
"B:5","F#:5",2,2
"B:5","F#:sus4",2,1
"B:7","A:min",2,1
"B:7","B:9",2,1
"B:7","C:7",2,2
"B:7","E:maj6(9)",2,1
"B:7(#9)","E:9",2,1
"B:9","A:maj7/5",2,1
"B:9","B:7",2,1
"B:9","F:hdim7",2,1
"B:aug","C:maj",2,1
"B:dim","C:min",2,2
"B:dim(b13)","Bb:min9",2,1
"B:dim/b7","F#:min",2,1
"B:hdim7","A:maj",2,1
"B:maj","A:maj(9)",2,1
"B:maj","B:maj/3",2,1
"B:maj","Bb:7",2,1
"B:maj","D:min",2,1
"B:maj","Db:7",2,1
"B:maj","Db:min7",2,1
"B:maj","E:maj6",2,2
"B:maj","E:maj7",2,2
"B:maj","E:sus4(b7)",2,1
"B:maj","G#:7",2,1
"B:maj(9)","A:maj7",2,1
"B:maj/2","C#:maj",2,1
"B:maj/3","B:maj/4",2,1
"B:maj/3","E:maj",2,1
"B:maj/4","A:maj/5",2,2
"B:maj/4","F#:maj",2,1
"B:maj/5","E:9",2,1
"B:maj/7","B:7/b7",2,1
"B:maj6","C#:min",2,1
"B:maj6","C#:sus4(b7,9)",2,1
"B:maj7","Ab:min7",2,1
"B:maj7","C#:min7",2,2
"B:maj7(b7)/3","A:maj",2,1
"B:min","A:min7",2,1
"B:min","B:5",2,2
"B:min","Bb:maj",2,2
"B:min","D#:dim/b2",2,1
"B:min","D:min7",2,1
"B:min","D:sus4(b7)",2,1
"B:min","F#:1/1",2,1
"B:min","G:min/b3",2,1
"B:min(11)","Gb:maj",2,1
"B:min(11)/4","A:maj",2,1
"B:min(11)/b7","A:maj",2,1
"B:min(9)","B:min",2,1
"B:min/5","G:7",2,1
"B:min/b3","A:7/4",2,1
"B:min11","B:min11/b7",2,1
"B:min11/b7","G:maj6(9)",2,1
"B:min7","B:7",2,1
"B:min7","B:min7/b3",2,1
"B:min7","C:maj7",2,1
"B:min7","D#:dim/b2",2,1
"B:min7","E:7(b9)",2,1
"B:min7","E:sus4(b7,9)",2,2
"B:min7","F:maj7",2,1
"B:min7/5","B:min7",2,1
"B:min7/b3","C:maj6",2,1
"B:min7/b3","E:7",2,1
"B:min9","A:11",2,1
"B:min9","E:7",2,1
"B:min9","F#:min7",2,1
"B:sus4(b7)","B:maj6",2,1
"B:sus4(b7)","C#:min",2,1
"B:sus4(b7,9)","E:1/1",2,1
"Bb:1/1","B:7",2,1
"Bb:1/1","C:1/1",2,2
"Bb:1/1","F:1/1",2,2
"Bb:5","Ab:5",2,1
"Bb:7","Ab:maj",2,2
"Bb:7","Bb:7(b9)",2,1
"Bb:7","Bb:maj6",2,1
"Bb:7","C:maj",2,1
"Bb:7","C:min7",2,1
"Bb:7","Eb:5",2,1
"Bb:7","Eb:maj9",2,1
"Bb:7","F:sus4(b7,9)",2,1
"Bb:7","G:min",2,1
"Bb:7(#11)","Bb:7",2,1
"Bb:7(#9)","Bb:min7",2,1
"Bb:7(#9)","Eb:7(#9)",2,1
"Bb:7(#9)","Eb:min7",2,1
"Bb:7(b9)","Eb:maj7",2,1
"Bb:7/3","Eb:maj7",2,1
"Bb:7/3","Eb:sus4(b7)",2,1
"Bb:7/5","Bb:7",2,1
"Bb:9","B:7(#9)",2,1
"Bb:9","Bb:7",2,1
"Bb:9","Eb:maj",2,1
"Bb:9/3","Eb:min11",2,1
"Bb:aug(b7)","Eb:maj7",2,1
"Bb:maj","Ab:1/1",2,2
"Bb:maj","Ab:sus4",2,1
"Bb:maj","Bb:9",2,1
"Bb:maj","Bb:maj/3",2,1
"Bb:maj","Bb:sus4(9)",2,1
"Bb:maj","Bb:sus4(b7)",2,1
"Bb:maj","C:5",2,1
"Bb:maj","D:min/5",2,1
"Bb:maj","Eb:min11",2,1
"Bb:maj","F:13",2,1
"Bb:maj","F:maj7",2,1
"Bb:maj","F:maj7/4",2,1
"Bb:maj","F:min9/4",2,1
"Bb:maj","G:13",2,1
"Bb:maj","G:min7(11)",2,1
"Bb:maj(9)","Ab:maj",2,1
"Bb:maj(9)","F:maj",2,2
"Bb:maj/2","D:min",2,1
"Bb:maj/2","F:min7/5",2,1
"Bb:maj/2","G:9/3",2,1
"Bb:maj/3","Ab:maj",2,1
"Bb:maj/3","D:min6",2,1
"Bb:maj/3","F:7/5",2,1
"Bb:maj/5","A:min",2,1
"Bb:maj/5","A:min/5",2,1
"Bb:maj/5","C:sus4/4",2,1
"Bb:maj/5","D:7",2,1
"Bb:maj/5","Eb:maj",2,1
"Bb:maj/5","F:sus4(b7,9)",2,1
"Bb:maj/7","C:maj/6",2,1
"Bb:maj6","A:7",2,1
"Bb:maj6","Eb:maj",2,1
"Bb:maj6(9)","F:maj6(9)/3",2,1
"Bb:maj7","C:maj/b7",2,1
"Bb:maj7","F:sus4(b7,9)",2,1
"Bb:maj7","G:13",2,1
"Bb:maj7","G:min",2,1
"Bb:maj7","Gb:maj7",2,1
"Bb:min","Bb:min/2",2,1
"Bb:min","Bb:min/b7",2,1
"Bb:min","C:maj",2,1
"Bb:min","Cb:maj",2,1
"Bb:min","Db:maj7",2,1
"Bb:min","Eb:9",2,1
"Bb:min","F:min",2,1
"Bb:min","Gb:maj6",2,1
"Bb:min/2","C:7",2,1
"Bb:min6","C:7",2,1
"Bb:min6","F:maj7",2,1
"Bb:min7","C:sus4",2,1
"Bb:min7","Db:7/5",2,1
"Bb:min7","Eb:sus4(b7)",2,1
"Bb:min7","Gb:7",2,1
"Bb:min7(11)","Db:maj9",2,1
"Bb:min9","Ab:maj6/5",2,1
"Bb:min9","Eb:9",2,1
"Bb:sus4(9)","Bb:maj",2,1
"Bb:sus4(b7)","Bb:7(#11)",2,1
"Bb:sus4(b7)","F:min",2,1
"C#:1/1","D:maj",2,1
"C#:1/1","G:maj",2,1
"C#:7","C#:min7",2,1
"C#:7","F#:sus4(b7,9)",2,1
"C#:dim","B:min",2,1
"C#:dim7/b3","G:min7",2,1
"C#:hdim7","F#:7",2,1
"C#:maj","D#:min",2,1
"C#:maj","E:maj",2,1
"C#:min","B:min",2,1
"C#:min","B:min7/5",2,1
"C#:min","C#:min9",2,1
"C#:min","C:min",2,1
"C#:min","F#:min7",2,1
"C#:min(9)","A:maj",2,1
"C#:min/b7","C#:min",2,1
"C#:min11","F#:maj",2,1
"C#:min7","B:7",2,2
"C#:min7","C#:7",2,1
"C#:min7","F#:min11",2,1
"C#:min7","G:7",2,1
"C#:min7/b3","C:dim",2,1
"C#:min9","C#:min",2,1
"C#:min9","E:maj",2,1
"C#:min9","F#:maj",2,1
"C:(11)","C:sus2",2,1
"C:1/1","C#:1/1",2,1
"C:1/1","F:maj",2,2
"C:1/1","F:min",2,2
"C:5","A:min7",2,1
"C:5","C:sus4",2,2
"C:7","A:maj",2,1
"C:7","A:min",2,1
"C:7","Ab:maj7",2,1
"C:7","C#:dim",2,1
"C:7","C:9",2,1
"C:7","F:min7",2,2
"C:7","F:sus4(b7)",2,1
"C:7(#9)","C:maj",2,2
"C:7(#9)","Eb:5",2,1
"C:7(#9)","F:maj/5",2,1
"C:7(11)","F:maj",2,1
"C:7/5","F:min",2,1
"C:7/5","F:min/b3",2,1
"C:7/b7","F:min",2,1
"C:9","C:min7",2,1
"C:9","E:min7(11)",2,1
"C:maj","A:7(b9)/3",2,1
"C:maj","A:7/3",2,1
"C:maj","A:maj(#9)",2,1
"C:maj","A:min(9)",2,2
"C:maj","Ab:7",2,2
"C:maj","Bb:maj7",2,2
"C:maj","Bb:min",2,1
